File,Accuracy, recall,precision,f_score,auc
_121.,0.9977480453559515,0.33751686909581646,0.6584032552414906,0.4424509083585223,0.8935737421290547
_11.,0.9890280132272353,0.5410714285714285,0.7103174603174603,0.6005952380952382,0.9775701258758508
_15.,0.9983636318962741,0.4208333333333333,0.8857142857142858,0.5560139860139859,0.884561857445347
_153.,0.9985128190469785,0.5633333333333332,0.925,0.6853535353535354,0.9586060259609349
_120.,0.9992362524468495,0.0,0.0,0.0,0.9148828700231831
