Medium_Key,Report_Medium
2901,EMAIL
2902,AFFILIATE
2903,Other
2904,EMAIL
2905,Other
2906,Other
2907,EMAIL
2908,EMAIL
2909,Other
2910,EMAIL
2911,Other
2912,EMAIL
2913,EMAIL
2914,EMAIL
2915,Other
2916,Other
2917,EMAIL
2918,Other
2919,Other
2920,EMAIL
2921,AFFILIATE
2922,EMAIL
2923,EMAIL
2924,EMAIL
2925,AFFILIATE
2926,Other
2927,AFFILIATE
2928,AFFILIATE
2929,EMAIL
2930,Other
2931,Other
2932,EMAIL
2933,Other
2934,Other
2935,EMAIL
2936,EMAIL
2937,AFFILIATE
2938,EMAIL
2939,Other
2940,Other
2941,EMAIL
2942,EMAIL
2943,Other
2944,PPC
2945,EMAIL
2946,Other
2947,EMAIL
2948,Other
2949,EMAIL
2950,AFFILIATE
2951,Other
2952,EMAIL
2953,EMAIL
2954,AFFILIATE
2955,Other
2956,EMAIL
2957,AFFILIATE
2958,EMAIL
2959,AFFILIATE
2960,EMAIL
2961,EMAIL
2962,Other
2963,EMAIL
2964,Other
2965,EMAIL
2966,EMAIL
2967,AFFILIATE
2968,AFFILIATE
2969,EMAIL
2970,Other
2971,EMAIL
2972,Other
2973,EMAIL
2974,Other
2975,EMAIL
2976,Other
2977,EMAIL
2978,EMAIL
2979,Other
2980,EMAIL
2981,Other
2982,EMAIL
2983,Other
2984,EMAIL
2985,Other
2986,EMAIL
2987,EMAIL
2988,Other
2989,EMAIL
2990,EMAIL
2991,EMAIL
2992,Other
2993,EMAIL
2994,Other
2995,Other
2996,Other
2997,EMAIL
2998,Other
2999,EMAIL
3000,EMAIL
3001,Other
3002,AFFILIATE
3003,AFFILIATE
3004,AFFILIATE
3005,AFFILIATE
3006,AFFILIATE
3007,AFFILIATE
3008,AFFILIATE
3009,AFFILIATE
3010,AFFILIATE
3011,AFFILIATE
3012,AFFILIATE
3013,AFFILIATE
3014,AFFILIATE
3015,AFFILIATE
3016,AFFILIATE
3017,AFFILIATE
3018,AFFILIATE
3019,AFFILIATE
3020,AFFILIATE
3021,AFFILIATE
3022,AFFILIATE
3023,AFFILIATE
3024,AFFILIATE
3025,AFFILIATE
3026,AFFILIATE
3027,AFFILIATE
3028,AFFILIATE
3029,AFFILIATE
3030,AFFILIATE
3031,AFFILIATE
3032,AFFILIATE
3033,AFFILIATE
3034,Other
3035,Other
3036,Other
3037,EMAIL
3038,Other
3039,EMAIL
3040,EMAIL
3041,EMAIL
3042,Other
3043,EMAIL
3044,AFFILIATE
3045,Other
3046,EMAIL
3047,Other
3048,EMAIL
3049,Other
3050,EMAIL
3051,EMAIL
3052,Other
3053,Other
3054,EMAIL
3055,EMAIL
3056,Other
3057,Other
3058,EMAIL
3059,EMAIL
3060,EMAIL
3061,EMAIL
3062,Other
3063,Other
3064,EMAIL
3065,Other
3066,EMAIL
3067,Other
3068,EMAIL
3069,Other
3070,Other
3071,EMAIL
3072,AFFILIATE
3073,EMAIL
3074,Other
3075,Other
3076,Other
3077,EMAIL
3078,AFFILIATE
3079,EMAIL
3080,ORGANIC
3081,Other
3082,SOCIAL
3083,SOCIAL
3084,SOCIAL
3085,SOCIAL
3086,SOCIAL
3087,SOCIAL
3088,SOCIAL
3089,SOCIAL
3090,Other
3091,SOCIAL
3092,SOCIAL
3093,SOCIAL
3094,SOCIAL
3095,SOCIAL
3096,SOCIAL
3097,SOCIAL
3098,AFFILIATE
3099,Other
3100,Other
3101,SOCIAL
3102,SOCIAL
3103,SOCIAL
3104,SOCIAL
3105,SOCIAL
3106,SOCIAL
3107,SOCIAL
3108,SOCIAL
3109,SOCIAL
3110,SOCIAL
3111,SOCIAL
3112,SOCIAL
3113,SOCIAL
3114,SOCIAL
3115,SOCIAL
3116,SOCIAL
3117,SOCIAL
3118,SOCIAL
3119,SOCIAL
3120,SOCIAL
3121,SOCIAL
3122,SOCIAL
3123,Other
3124,Other
3125,SOCIAL
3126,SOCIAL
3127,SOCIAL
3128,SOCIAL
3129,SOCIAL
3130,SOCIAL
3131,SOCIAL
3132,Other
3133,Other
3134,SOCIAL
3135,SOCIAL
3136,SOCIAL
3137,SOCIAL
3138,SOCIAL
3139,SOCIAL
3140,SOCIAL
3141,SOCIAL
3142,Other
3143,SOCIAL
3144,SOCIAL
3145,SOCIAL
3146,SOCIAL
3147,SOCIAL
3148,SOCIAL
3149,SOCIAL
3150,SOCIAL
3151,SOCIAL
3152,SOCIAL
3153,SOCIAL
3154,Other
3155,Other
3156,SOCIAL
3157,SOCIAL
3158,SOCIAL
3159,SOCIAL
3160,SOCIAL
3161,Other
3162,SOCIAL
3163,SOCIAL
3164,SOCIAL
3165,SOCIAL
3166,SOCIAL
3167,SOCIAL
3168,ORGANIC
3169,SOCIAL
3170,SOCIAL
3171,SOCIAL
3172,SOCIAL
3173,SOCIAL
3174,SOCIAL
3175,SOCIAL
3176,SOCIAL
3177,SOCIAL
3178,SOCIAL
3179,SOCIAL
3180,SOCIAL
3181,SOCIAL
3182,SOCIAL
3183,SOCIAL
3184,SOCIAL
3185,EMAIL
3186,SOCIAL
3187,SOCIAL
3188,SOCIAL
3189,SOCIAL
3190,SOCIAL
3191,SOCIAL
3192,Other
3193,SOCIAL
3194,Other
3195,Other
3196,SOCIAL
3197,SOCIAL
3198,SOCIAL
3199,SOCIAL
3200,SOCIAL
3201,SOCIAL
3202,SOCIAL
3203,SOCIAL
3204,SOCIAL
3205,SOCIAL
3206,SOCIAL
3207,SOCIAL
3208,SOCIAL
3209,SOCIAL
3210,Other
3211,SOCIAL
3212,SOCIAL
3213,SOCIAL
3214,SOCIAL
3215,SOCIAL
3216,SOCIAL
3217,SOCIAL
3218,Other
3219,SOCIAL
3220,SOCIAL
3221,SOCIAL
3222,SOCIAL
3223,SOCIAL
3224,SOCIAL
3225,SOCIAL
3226,SOCIAL
3227,SOCIAL
3228,SOCIAL
3229,SOCIAL
3230,Other
3231,Other
3232,Other
3233,Other
3234,SOCIAL
3235,Other
3236,SOCIAL
3237,SOCIAL
3238,SOCIAL
3239,SOCIAL
3240,SOCIAL
3241,SOCIAL
3242,SOCIAL
3243,SOCIAL
3244,SOCIAL
3245,SOCIAL
3246,SOCIAL
3247,SOCIAL
3248,SOCIAL
3249,Other
3250,SOCIAL
3251,SOCIAL
3252,Other
3253,Other
3254,Other
3255,SOCIAL
3256,SOCIAL
3257,SOCIAL
3258,SOCIAL
3259,SOCIAL
3260,Other
3261,Other
3262,Other
3263,SOCIAL
3264,SOCIAL
3265,SOCIAL
3266,SOCIAL
3267,SOCIAL
3268,SOCIAL
3269,SOCIAL
3270,OTHER
3271,Other
3272,Other
3273,SOCIAL
3274,SOCIAL
3275,SOCIAL
3276,SOCIAL
3277,Other
3278,SOCIAL
3279,SOCIAL
3280,SOCIAL
3281,SOCIAL
3282,SOCIAL
3283,SOCIAL
3284,SOCIAL
3285,SOCIAL
3286,SOCIAL
3287,Other
3288,SOCIAL
3289,SOCIAL
3290,SOCIAL
3291,SOCIAL
3292,Other
3293,SOCIAL
3294,Other
3295,Other
3296,SOCIAL
3297,SOCIAL
3298,Other
3299,SOCIAL
3300,SOCIAL
3301,SOCIAL
3302,SOCIAL
3303,SOCIAL
3304,SOCIAL
3305,Other
3306,Other
3307,Other
3308,Other
3309,Other
3310,Other
3311,Other
3312,SOCIAL
3313,SOCIAL
3314,SOCIAL
3315,SOCIAL
3316,SOCIAL
3317,SOCIAL
3318,SOCIAL
3319,SOCIAL
3320,SOCIAL
3321,SOCIAL
3322,SOCIAL
3323,SOCIAL
3324,SOCIAL
3325,SOCIAL
3326,Other
3327,Other
3328,SOCIAL
3329,SOCIAL
3330,SOCIAL
3331,SOCIAL
3332,SOCIAL
3333,SOCIAL
3334,SOCIAL
3335,SOCIAL
3336,SOCIAL
3337,SOCIAL
3338,SOCIAL
3339,SOCIAL
3340,SOCIAL
3341,Other
3342,Other
3343,SOCIAL
3344,SOCIAL
3345,SOCIAL
3346,SOCIAL
3347,SOCIAL
3348,SOCIAL
3349,SOCIAL
3350,SOCIAL
3351,SOCIAL
3352,SOCIAL
3353,SOCIAL
3354,SOCIAL
3355,SOCIAL
3356,SOCIAL
3357,SOCIAL
3358,SOCIAL
3359,SOCIAL
3360,SOCIAL
3361,SOCIAL
3362,SOCIAL
3363,Other
3364,Other
3365,Other
3366,Other
3367,SOCIAL
3368,SOCIAL
3369,SOCIAL
3370,SOCIAL
3371,SOCIAL
3372,SOCIAL
3373,Other
3374,Other
3375,SOCIAL
3376,SOCIAL
3377,Other
3378,Other
3379,SOCIAL
3380,SOCIAL
3381,SOCIAL
3382,SOCIAL
3383,SOCIAL
3384,SOCIAL
3385,SOCIAL
3386,SOCIAL
3387,SOCIAL
3388,SOCIAL
3389,SOCIAL
3390,Other
3391,SOCIAL
3392,SOCIAL
3393,SOCIAL
3394,SOCIAL
3395,SOCIAL
3396,SOCIAL
3397,Other
3398,SOCIAL
3399,SOCIAL
3400,ORGANIC
3401,Other
3402,Other
3403,Other
3404,SOCIAL
3405,SOCIAL
3406,SOCIAL
3407,SOCIAL
3408,Other
3409,SOCIAL
3410,SOCIAL
3411,SOCIAL
3412,SOCIAL
3413,Other
3414,Other
3415,SOCIAL
3416,SOCIAL
3417,AFFILIATE
3418,AFFILIATE
3419,SOCIAL
3420,SOCIAL
3421,SOCIAL
3422,SOCIAL
3423,SOCIAL
3424,SOCIAL
3425,SOCIAL
3426,SOCIAL
3427,SOCIAL
3428,Other
3429,SOCIAL
3430,SOCIAL
3431,SOCIAL
3432,SOCIAL
3433,SOCIAL
3434,Other
3435,SOCIAL
3436,SOCIAL
3437,SOCIAL
3438,SOCIAL
3439,SOCIAL
3440,SOCIAL
3441,SOCIAL
3442,Other
3443,SOCIAL
3444,SOCIAL
3445,SOCIAL
3446,SOCIAL
3447,Other
3448,SOCIAL
3449,SOCIAL
3450,Other
3451,Other
3452,SOCIAL
3453,SOCIAL
3454,SOCIAL
3455,SOCIAL
3456,SOCIAL
3457,Other
3458,SOCIAL
3459,SOCIAL
3460,SOCIAL
3461,SOCIAL
3462,Other
3463,Other
3464,SOCIAL
3465,SOCIAL
3466,Other
3467,Other
3468,SOCIAL
3469,SOCIAL
3470,SOCIAL
3471,Other
3472,SOCIAL
3473,SOCIAL
3474,SOCIAL
3475,SOCIAL
3476,SOCIAL
3477,SOCIAL
3478,SOCIAL
3479,SOCIAL
3480,SOCIAL
3481,SOCIAL
3482,SOCIAL
3483,SOCIAL
3484,Other
3485,Other
3486,SOCIAL
3487,SOCIAL
3488,SOCIAL
3489,SOCIAL
3490,SOCIAL
3491,SOCIAL
3492,SOCIAL
3493,SOCIAL
3494,SOCIAL
3495,SOCIAL
3496,SOCIAL
3497,SOCIAL
3498,SOCIAL
3499,SOCIAL
3500,SOCIAL
3501,SOCIAL
3502,SOCIAL
3503,SOCIAL
3504,SOCIAL
3505,SOCIAL
3506,SOCIAL
3507,Other
3508,Other
3509,Other
3510,SOCIAL
3511,SOCIAL
3512,Other
3513,SOCIAL
3514,SOCIAL
3515,SOCIAL
3516,SOCIAL
3517,SOCIAL
3518,SOCIAL
3519,SOCIAL
3520,SOCIAL
3521,SOCIAL
3522,SOCIAL
3523,SOCIAL
3524,SOCIAL
3525,Other
3526,SOCIAL
3527,SOCIAL
3528,SOCIAL
3529,SOCIAL
3530,SOCIAL
3531,SOCIAL
3532,SOCIAL
3533,Other
3534,Other
3535,SOCIAL
3536,SOCIAL
3537,SOCIAL
3538,SOCIAL
3539,SOCIAL
3540,SOCIAL
3541,SOCIAL
3542,SOCIAL
3543,SOCIAL
3544,Other
3545,SOCIAL
3546,SOCIAL
3547,SOCIAL
3548,SOCIAL
3549,SOCIAL
3550,SOCIAL
3551,SOCIAL
3552,SOCIAL
3553,SOCIAL
3554,SOCIAL
3555,SOCIAL
3556,SOCIAL
3557,SOCIAL
3558,SOCIAL
3559,SOCIAL
3560,SOCIAL
3561,SOCIAL
3562,SOCIAL
3563,SOCIAL
3564,SOCIAL
3565,SOCIAL
3566,Other
3567,SOCIAL
3568,SOCIAL
3569,SOCIAL
3570,SOCIAL
3571,Other
3572,Other
3573,SOCIAL
3574,SOCIAL
3575,SOCIAL
3576,SOCIAL
3577,SOCIAL
3578,Other
3579,Other
3580,ORGANIC
3581,Other
3582,Other
3583,Other
3584,Other
3585,Other
3586,Other
3587,Other
3588,Other
3589,Other
3590,Other
3591,Other
3592,SOCIAL
3593,SOCIAL
3594,SOCIAL
3595,SOCIAL
3596,Other
3597,Other
3598,SOCIAL
3599,SOCIAL
3600,SOCIAL
3601,Other
3602,SOCIAL
3603,Other
3604,Other
3605,Other
3606,Other
3607,Other
3608,Other
3609,Other
3610,Other
3611,Other
3612,Other
3613,Other
3614,SOCIAL
3615,SOCIAL
3616,SOCIAL
3617,SOCIAL
3618,SOCIAL
3619,SOCIAL
3620,SOCIAL
3621,SOCIAL
3622,SOCIAL
3623,SOCIAL
3624,SOCIAL
3625,SOCIAL
3626,SOCIAL
3627,SOCIAL
3628,SOCIAL
3629,SOCIAL
3630,SOCIAL
3631,SOCIAL
3632,SOCIAL
3633,Other
3634,Other
3635,SOCIAL
3636,SOCIAL
3637,SOCIAL
3638,SOCIAL
3639,SOCIAL
3640,SOCIAL
3641,Other
3642,Other
3643,Other
3644,SOCIAL
3645,SOCIAL
3646,SOCIAL
3647,SOCIAL
3648,SOCIAL
3649,SOCIAL
3650,SOCIAL
3651,Other
3652,Other
3653,Other
3654,Other
3655,SOCIAL
3656,SOCIAL
3657,SOCIAL
3658,SOCIAL
3659,SOCIAL
3660,SOCIAL
3661,SOCIAL
3662,SOCIAL
3663,Other
3664,SOCIAL
3665,SOCIAL
3666,SOCIAL
3667,SOCIAL
3668,SOCIAL
3669,SOCIAL
3670,SOCIAL
3671,SOCIAL
3672,Other
3673,SOCIAL
3674,Other
3675,Other
3676,Other
3677,SOCIAL
3678,SOCIAL
3679,SOCIAL
3680,SOCIAL
3681,SOCIAL
3682,SOCIAL
3683,SOCIAL
3684,SOCIAL
3685,SOCIAL
3686,SOCIAL
3687,SOCIAL
3688,SOCIAL
3689,SOCIAL
3690,SOCIAL
3691,SOCIAL
3692,Other
3693,Other
3694,SOCIAL
3695,SOCIAL
3696,SOCIAL
3697,SOCIAL
3698,Other
3699,ORGANIC
3700,SOCIAL
3701,SOCIAL
3702,SOCIAL
3703,SOCIAL
3704,SOCIAL
3705,SOCIAL
3706,SOCIAL
3707,SOCIAL
3708,SOCIAL
3709,Other
3710,Other
3711,Other
3712,SOCIAL
3713,SOCIAL
3714,SOCIAL
3715,SOCIAL
3716,SOCIAL
3717,SOCIAL
3718,SOCIAL
3719,SOCIAL
3720,SOCIAL
3721,SOCIAL
3722,SOCIAL
3723,Other
3724,Other
3725,Other
3726,Other
3727,Other
3728,SOCIAL
3729,SOCIAL
3730,SOCIAL
3731,SOCIAL
3732,SOCIAL
3733,SOCIAL
3734,Other
3735,Other
3736,Other
3737,Other
3738,SOCIAL
3739,SOCIAL
3740,SOCIAL
3741,SOCIAL
3742,SOCIAL
3743,SOCIAL
3744,SOCIAL
3745,SOCIAL
3746,SOCIAL
3747,SOCIAL
3748,SOCIAL
3749,SOCIAL
3750,SOCIAL
3751,SOCIAL
3752,SOCIAL
3753,SOCIAL
3754,SOCIAL
3755,SOCIAL
3756,SOCIAL
3757,SOCIAL
3758,SOCIAL
3759,Other
3760,Other
3761,Other
3762,Other
3763,Other
3764,SOCIAL
3765,ORGANIC
3766,Other
3767,SOCIAL
3768,SOCIAL
3769,SOCIAL
3770,SOCIAL
3771,SOCIAL
3772,SOCIAL
3773,SOCIAL
3774,Other
3775,SOCIAL
3776,SOCIAL
3777,SOCIAL
3778,SOCIAL
3779,SOCIAL
3780,SOCIAL
3781,SOCIAL
3782,SOCIAL
3783,SOCIAL
3784,SOCIAL
3785,SOCIAL
3786,SOCIAL
3787,SOCIAL
3788,SOCIAL
3789,SOCIAL
3790,SOCIAL
3791,SOCIAL
3792,SOCIAL
3793,SOCIAL
3794,Other
3795,Other
3796,SOCIAL
3797,SOCIAL
3798,SOCIAL
3799,Other
3800,Other
3801,SOCIAL
3802,SOCIAL
3803,SOCIAL
3804,SOCIAL
3805,SOCIAL
3806,SOCIAL
3807,SOCIAL
3808,SOCIAL
3809,SOCIAL
3810,SOCIAL
3811,SOCIAL
3812,SOCIAL
3813,SOCIAL
3814,SOCIAL
3815,SOCIAL
3816,SOCIAL
3817,SOCIAL
3818,SOCIAL
3819,SOCIAL
3820,Other
3821,SOCIAL
3822,SOCIAL
3823,SOCIAL
3824,SOCIAL
3825,SOCIAL
3826,SOCIAL
3827,SOCIAL
3828,Other
3829,Other
3830,SOCIAL
3831,Other
3832,Other
3833,Other
3834,Other
3835,Other
3836,SOCIAL
3837,SOCIAL
3838,SOCIAL
3839,SOCIAL
3840,SOCIAL
3841,SOCIAL
3842,SOCIAL
3843,SOCIAL
3844,SOCIAL
3845,SOCIAL
3846,SOCIAL
3847,SOCIAL
3848,SOCIAL
3849,SOCIAL
3850,Other
3851,SOCIAL
3852,SOCIAL
3853,SOCIAL
3854,SOCIAL
3855,SOCIAL
3856,SOCIAL
3857,SOCIAL
3858,SOCIAL
3859,SOCIAL
3860,SOCIAL
3861,SOCIAL
3862,SOCIAL
3863,SOCIAL
3864,SOCIAL
3865,SOCIAL
3866,SOCIAL
3867,SOCIAL
3868,Other
3869,Other
3870,Other
3871,Other
3872,ORGANIC
3873,Other
3874,SOCIAL
3875,Other
3876,SOCIAL
3877,SOCIAL
3878,SOCIAL
3879,SOCIAL
3880,SOCIAL
3881,SOCIAL
3882,SOCIAL
3883,SOCIAL
3884,SOCIAL
3885,SOCIAL
3886,SOCIAL
3887,Other
3888,SOCIAL
3889,SOCIAL
3890,SOCIAL
3891,Other
3892,SOCIAL
3893,SOCIAL
3894,SOCIAL
3895,SOCIAL
3896,Other
3897,Other
3898,SOCIAL
3899,SOCIAL
3900,SOCIAL
3901,SOCIAL
3902,SOCIAL
3903,SOCIAL
3904,SOCIAL
3905,SOCIAL
3906,Other
3907,Other
3908,SOCIAL
3909,SOCIAL
3910,SOCIAL
3911,SOCIAL
3912,Other
3913,SOCIAL
3914,ORGANIC
3915,Other
3916,SOCIAL
3917,SOCIAL
3918,SOCIAL
3919,SOCIAL
3920,SOCIAL
3921,SOCIAL
3922,Other
3923,Other
3924,SOCIAL
3925,SOCIAL
3926,SOCIAL
3927,SOCIAL
3928,SOCIAL
3929,SOCIAL
3930,SOCIAL
3931,Other
3932,EMAIL
3933,SOCIAL
3934,SOCIAL
3935,Other
3936,SOCIAL
3937,SOCIAL
3938,SOCIAL
3939,SOCIAL
3940,SOCIAL
3941,SOCIAL
3942,SOCIAL
3943,Other
3944,Other
3945,SOCIAL
3946,SOCIAL
3947,Other
3948,SOCIAL
3949,SOCIAL
3950,SOCIAL
3951,SOCIAL
3952,SOCIAL
3953,SOCIAL
3954,SOCIAL
3955,SOCIAL
3956,SOCIAL
3957,SOCIAL
3958,SOCIAL
3959,SOCIAL
3960,Other
3961,SOCIAL
3962,SOCIAL
3963,SOCIAL
3964,SOCIAL
3965,SOCIAL
3966,SOCIAL
3967,SOCIAL
3968,SOCIAL
3969,Other
3970,Other
3971,SOCIAL
3972,Other
3973,SOCIAL
3974,SOCIAL
3975,SOCIAL
3976,SOCIAL
3977,SOCIAL
3978,SOCIAL
3979,SOCIAL
3980,SOCIAL
3981,SOCIAL
3982,Other
3983,Other
3984,SOCIAL
3985,SOCIAL
3986,Other
3987,Other
3988,Other
3989,Other
3990,SOCIAL
3991,SOCIAL
3992,SOCIAL
3993,SOCIAL
3994,EMAIL
3995,Other
3996,SOCIAL
3997,SOCIAL
3998,SOCIAL
3999,Other
4000,SOCIAL
4001,SOCIAL
4002,Other
4003,Other
4004,Other
4005,SOCIAL
4006,Other
4007,EMAIL
4008,SOCIAL
4009,Other
4010,SOCIAL
4011,SOCIAL
4012,SOCIAL
4013,SOCIAL
4014,Other
4015,SOCIAL
4016,Other
4017,SOCIAL
4018,SOCIAL
4019,SOCIAL
4020,SOCIAL
4021,SOCIAL
4022,SOCIAL
4023,SOCIAL
4024,SOCIAL
4025,Other
4026,Other
4027,SOCIAL
4028,SOCIAL
4029,SOCIAL
4030,Other
4031,SOCIAL
4032,SOCIAL
4033,SOCIAL
4034,SOCIAL
4035,SOCIAL
4036,SOCIAL
4037,SOCIAL
4038,SOCIAL
4039,SOCIAL
4040,SOCIAL
4041,Other
4042,SOCIAL
4043,SOCIAL
4044,SOCIAL
4045,Other
4046,SOCIAL
4047,SOCIAL
4048,SOCIAL
4049,SOCIAL
4050,SOCIAL
4051,SOCIAL
4052,SOCIAL
4053,Other
4054,Other
4055,SOCIAL
4056,SOCIAL
4057,SOCIAL
4058,SOCIAL
4059,SOCIAL
4060,SOCIAL
4061,SOCIAL
4062,SOCIAL
4063,Other
4064,SOCIAL
4065,SOCIAL
4066,Other
4067,Other
4068,Other
4069,SOCIAL
4070,SOCIAL
4071,SOCIAL
4072,SOCIAL
4073,SOCIAL
4074,SOCIAL
4075,SOCIAL
4076,SOCIAL
4077,SOCIAL
4078,SOCIAL
4079,Other
4080,Other
4081,Other
4082,SOCIAL
4083,SOCIAL
4084,SOCIAL
4085,SOCIAL
4086,SOCIAL
4087,SOCIAL
4088,Other
4089,Other
4090,SOCIAL
4091,Other
4092,SOCIAL
4093,SOCIAL
4094,SOCIAL
4095,SOCIAL
4096,Other
4097,Other
4098,SOCIAL
4099,SOCIAL
4100,SOCIAL
4101,SOCIAL
4102,Other
4103,Other
4104,Other
4105,SOCIAL
4106,SOCIAL
4107,SOCIAL
4108,SOCIAL
4109,SOCIAL
4110,SOCIAL
4111,SOCIAL
4112,SOCIAL
4113,SOCIAL
4114,SOCIAL
4115,SOCIAL
4116,SOCIAL
4117,SOCIAL
4118,SOCIAL
4119,SOCIAL
4120,SOCIAL
4121,SOCIAL
4122,SOCIAL
4123,SOCIAL
4124,SOCIAL
4125,SOCIAL
4126,SOCIAL
4127,SOCIAL
4128,SOCIAL
4129,Other
4130,SOCIAL
4131,Other
4132,SOCIAL
4133,SOCIAL
4134,SOCIAL
4135,SOCIAL
4136,SOCIAL
4137,SOCIAL
4138,SOCIAL
4139,Other
4140,Other
4141,SOCIAL
4142,SOCIAL
4143,SOCIAL
4144,SOCIAL
4145,SOCIAL
4146,SOCIAL
4147,SOCIAL
4148,Other
4149,SOCIAL
4150,SOCIAL
4151,SOCIAL
4152,SOCIAL
4153,SOCIAL
4154,SOCIAL
4155,SOCIAL
4156,SOCIAL
4157,SOCIAL
4158,Other
4159,SOCIAL
4160,SOCIAL
4161,SOCIAL
4162,SOCIAL
4163,Other
4164,Other
4165,SOCIAL
4166,SOCIAL
4167,SOCIAL
4168,SOCIAL
4169,SOCIAL
4170,SOCIAL
4171,SOCIAL
4172,Other
4173,SOCIAL
4174,SOCIAL
4175,SOCIAL
4176,SOCIAL
4177,SOCIAL
4178,Other
4179,SOCIAL
4180,Other
4181,Other
4182,Other
4183,SOCIAL
4184,SOCIAL
4185,SOCIAL
4186,SOCIAL
4187,SOCIAL
4188,SOCIAL
4189,SOCIAL
4190,SOCIAL
4191,SOCIAL
4192,SOCIAL
4193,SOCIAL
4194,Other
4195,SOCIAL
4196,SOCIAL
4197,SOCIAL
4198,Other
4199,Other
4200,SOCIAL
4201,SOCIAL
4202,REFERRAL
4203,Other
4204,SOCIAL
4205,SOCIAL
4206,SOCIAL
4207,SOCIAL
4208,Other
4209,SOCIAL
4210,SOCIAL
4211,SOCIAL
4212,SOCIAL
4213,SOCIAL
4214,Other
4215,Other
4216,SOCIAL
4217,SOCIAL
4218,Other
4219,SOCIAL
4220,SOCIAL
4221,SOCIAL
4222,SOCIAL
4223,SOCIAL
4224,Other
4225,Other
4226,SOCIAL
4227,Other
4228,SOCIAL
4229,SOCIAL
4230,SOCIAL
4231,SOCIAL
4232,SOCIAL
4233,SOCIAL
4234,SOCIAL
4235,SOCIAL
4236,Other
4237,SOCIAL
4238,SOCIAL
4239,SOCIAL
4240,SOCIAL
4241,SOCIAL
4242,SOCIAL
4243,SOCIAL
4244,Other
4245,SOCIAL
4246,SOCIAL
4247,SOCIAL
4248,SOCIAL
4249,SOCIAL
4250,SOCIAL
4251,SOCIAL
4252,SOCIAL
4253,SOCIAL
4254,SOCIAL
4255,Other
4256,Other
4257,SOCIAL
4258,SOCIAL
4259,Other
4260,SOCIAL
4261,SOCIAL
4262,SOCIAL
4263,SOCIAL
4264,Other
4265,SOCIAL
4266,SOCIAL
4267,SOCIAL
4268,SOCIAL
4269,SOCIAL
4270,SOCIAL
4271,SOCIAL
4272,SOCIAL
4273,SOCIAL
4274,SOCIAL
4275,SOCIAL
4276,SOCIAL
4277,SOCIAL
4278,SOCIAL
4279,SOCIAL
4280,SOCIAL
4281,SOCIAL
4282,SOCIAL
4283,SOCIAL
4284,SOCIAL
4285,SOCIAL
4286,SOCIAL
4287,Other
4288,SOCIAL
4289,Other
4290,Other
4291,SOCIAL
4292,SOCIAL
4293,SOCIAL
4294,SOCIAL
4295,SOCIAL
4296,SOCIAL
4297,SOCIAL
4298,Other
4299,SOCIAL
4300,Other
4301,SOCIAL
4302,SOCIAL
4303,SOCIAL
4304,SOCIAL
4305,SOCIAL
4306,SOCIAL
4307,Other
4308,Other
4309,SOCIAL
4310,SOCIAL
4311,SOCIAL
4312,SOCIAL
4313,SOCIAL
4314,SOCIAL
4315,SOCIAL
4316,SOCIAL
4317,Other
4318,Other
4319,Other
4320,Other
4321,SOCIAL
4322,SOCIAL
4323,SOCIAL
4324,SOCIAL
4325,SOCIAL
4326,SOCIAL
4327,SOCIAL
4328,SOCIAL
4329,SOCIAL
4330,SOCIAL
4331,SOCIAL
4332,SOCIAL
4333,Other
4334,SOCIAL
4335,SOCIAL
4336,SOCIAL
4337,SOCIAL
4338,SOCIAL
4339,SOCIAL
4340,Other
4341,SOCIAL
4342,SOCIAL
4343,SOCIAL
4344,Other
4345,Other
4346,SOCIAL
4347,Other
4348,ORGANIC
4349,Other
4350,Other
4351,SOCIAL
4352,SOCIAL
4353,Other
4354,Other
4355,Other
4356,Other
4357,SOCIAL
4358,SOCIAL
4359,SOCIAL
4360,SOCIAL
4361,SOCIAL
4362,SOCIAL
4363,EMAIL
4364,SOCIAL
4365,SOCIAL
4366,SOCIAL
4367,Other
4368,Other
4369,SOCIAL
4370,SOCIAL
4371,SOCIAL
4372,SOCIAL
4373,SOCIAL
4374,Other
4375,SOCIAL
4376,SOCIAL
4377,SOCIAL
4378,SOCIAL
4379,SOCIAL
4380,Other
4381,Other
4382,Other
4383,SOCIAL
4384,SOCIAL
4385,SOCIAL
4386,SOCIAL
4387,SOCIAL
4388,SOCIAL
4389,SOCIAL
4390,SOCIAL
4391,SOCIAL
4392,SOCIAL
4393,SOCIAL
4394,SOCIAL
4395,SOCIAL
4396,Other
4397,Other
4398,SOCIAL
4399,Other
4400,SOCIAL
4401,SOCIAL
4402,SOCIAL
4403,Other
4404,SOCIAL
4405,SOCIAL
4406,SOCIAL
4407,SOCIAL
4408,Other
4409,SOCIAL
4410,Other
4411,SOCIAL
4412,SOCIAL
4413,SOCIAL
4414,SOCIAL
4415,SOCIAL
4416,SOCIAL
4417,SOCIAL
4418,SOCIAL
4419,SOCIAL
4420,SOCIAL
4421,Other
4422,Other
4423,Other
4424,Other
4425,SOCIAL
4426,SOCIAL
4427,SOCIAL
4428,SOCIAL
4429,Other
4430,SOCIAL
4431,SOCIAL
4432,SOCIAL
4433,SOCIAL
4434,SOCIAL
4435,SOCIAL
4436,EMAIL
4437,Other
4438,Other
4439,SOCIAL
4440,SOCIAL
4441,SOCIAL
4442,SOCIAL
4443,Other
4444,SOCIAL
4445,SOCIAL
