Medium_Key,Report_Medium
4446,SOCIAL
4447,SOCIAL
4448,SOCIAL
4449,Other
4450,SOCIAL
4451,SOCIAL
4452,SOCIAL
4453,SOCIAL
4454,SOCIAL
4455,SOCIAL
4456,SOCIAL
4457,SOCIAL
4458,SOCIAL
4459,SOCIAL
4460,SOCIAL
4461,SOCIAL
4462,SOCIAL
4463,Other
4464,SOCIAL
4465,SOCIAL
4466,SOCIAL
4467,Other
4468,SOCIAL
4469,SOCIAL
4470,SOCIAL
4471,SOCIAL
4472,Other
4473,SOCIAL
4474,SOCIAL
4475,SOCIAL
4476,SOCIAL
4477,SOCIAL
4478,SOCIAL
4479,SOCIAL
4480,Other
4481,Other
4482,SOCIAL
4483,SOCIAL
4484,SOCIAL
4485,Other
4486,SOCIAL
4487,SOCIAL
4488,SOCIAL
4489,Other
4490,Other
4491,SOCIAL
4492,SOCIAL
4493,Other
4494,Other
4495,SOCIAL
4496,SOCIAL
4497,SOCIAL
4498,SOCIAL
4499,SOCIAL
4500,SOCIAL
4501,SOCIAL
4502,SOCIAL
4503,SOCIAL
4504,SOCIAL
4505,SOCIAL
4506,SOCIAL
4507,SOCIAL
4508,SOCIAL
4509,SOCIAL
4510,Other
4511,Other
4512,SOCIAL
4513,SOCIAL
4514,SOCIAL
4515,SOCIAL
4516,SOCIAL
4517,SOCIAL
4518,SOCIAL
4519,SOCIAL
4520,Other
4521,ORGANIC
4522,SOCIAL
4523,SOCIAL
4524,SOCIAL
4525,AFFILIATE
4526,Other
4527,SOCIAL
4528,SOCIAL
4529,SOCIAL
4530,SOCIAL
4531,SOCIAL
4532,SOCIAL
4533,SOCIAL
4534,SOCIAL
4535,SOCIAL
4536,SOCIAL
4537,SOCIAL
4538,SOCIAL
4539,SOCIAL
4540,SOCIAL
4541,SOCIAL
4542,SOCIAL
4543,SOCIAL
4544,SOCIAL
4545,SOCIAL
4546,Other
4547,SOCIAL
4548,Other
4549,Other
4550,Other
4551,SOCIAL
4552,SOCIAL
4553,SOCIAL
4554,SOCIAL
4555,SOCIAL
4556,Other
4557,SOCIAL
4558,SOCIAL
4559,SOCIAL
4560,SOCIAL
4561,SOCIAL
4562,SOCIAL
4563,SOCIAL
4564,Other
4565,Other
4566,SOCIAL
4567,SOCIAL
4568,SOCIAL
4569,SOCIAL
4570,SOCIAL
4571,SOCIAL
4572,SOCIAL
4573,SOCIAL
4574,Other
4575,Other
4576,SOCIAL
4577,SOCIAL
4578,SOCIAL
4579,SOCIAL
4580,SOCIAL
4581,SOCIAL
4582,SOCIAL
4583,SOCIAL
4584,SOCIAL
4585,SOCIAL
4586,SOCIAL
4587,SOCIAL
4588,SOCIAL
4589,SOCIAL
4590,SOCIAL
4591,SOCIAL
4592,SOCIAL
4593,SOCIAL
4594,SOCIAL
4595,Other
4596,SOCIAL
4597,SOCIAL
4598,SOCIAL
4599,SOCIAL
4600,SOCIAL
4601,SOCIAL
4602,SOCIAL
4603,REFERRAL
4604,Other
4605,Other
4606,SOCIAL
4607,SOCIAL
4608,SOCIAL
4609,SOCIAL
4610,SOCIAL
4611,SOCIAL
4612,SOCIAL
4613,SOCIAL
4614,SOCIAL
4615,SOCIAL
4616,SOCIAL
4617,Other
4618,Other
4619,Other
4620,SOCIAL
4621,SOCIAL
4622,SOCIAL
4623,SOCIAL
4624,Other
4625,SOCIAL
4626,Other
4627,Other
4628,SOCIAL
4629,SOCIAL
4630,SOCIAL
4631,SOCIAL
4632,SOCIAL
4633,SOCIAL
4634,SOCIAL
4635,SOCIAL
4636,SOCIAL
4637,SOCIAL
4638,SOCIAL
4639,SOCIAL
4640,SOCIAL
4641,SOCIAL
4642,SOCIAL
4643,SOCIAL
4644,SOCIAL
4645,SOCIAL
4646,SOCIAL
4647,SOCIAL
4648,Other
4649,SOCIAL
4650,SOCIAL
4651,SOCIAL
4652,SOCIAL
4653,SOCIAL
4654,Other
4655,SOCIAL
4656,SOCIAL
4657,SOCIAL
4658,SOCIAL
4659,SOCIAL
4660,SOCIAL
4661,SOCIAL
4662,SOCIAL
4663,SOCIAL
4664,Other
4665,Other
4666,SOCIAL
4667,SOCIAL
4668,SOCIAL
4669,Other
4670,Other
4671,Other
4672,SOCIAL
4673,SOCIAL
4674,SOCIAL
4675,Other
4676,Other
4677,SOCIAL
4678,SOCIAL
4679,Other
4680,Other
4681,Other
4682,SOCIAL
4683,Other
4684,SOCIAL
4685,SOCIAL
4686,SOCIAL
4687,SOCIAL
4688,SOCIAL
4689,SOCIAL
4690,SOCIAL
4691,SOCIAL
4692,SOCIAL
4693,Other
4694,SOCIAL
4695,EMAIL
4696,EMAIL
4697,Other
4698,SOCIAL
4699,SOCIAL
4700,SOCIAL
4701,SOCIAL
4702,SOCIAL
4703,SOCIAL
4704,SOCIAL
4705,Other
4706,SOCIAL
4707,SOCIAL
4708,SOCIAL
4709,SOCIAL
4710,SOCIAL
4711,SOCIAL
4712,SOCIAL
4713,SOCIAL
4714,Other
4715,SOCIAL
4716,SOCIAL
4717,SOCIAL
4718,SOCIAL
4719,Other
4720,SOCIAL
4721,SOCIAL
4722,SOCIAL
4723,SOCIAL
4724,SOCIAL
4725,Other
4726,SOCIAL
4727,SOCIAL
4728,Other
4729,SOCIAL
4730,SOCIAL
4731,SOCIAL
4732,SOCIAL
4733,SOCIAL
4734,SOCIAL
4735,Other
4736,SOCIAL
4737,SOCIAL
4738,SOCIAL
4739,SOCIAL
4740,SOCIAL
4741,Other
4742,Other
4743,SOCIAL
4744,SOCIAL
4745,SOCIAL
4746,SOCIAL
4747,ORGANIC
4748,Other
4749,Other
4750,Other
4751,SOCIAL
4752,SOCIAL
4753,SOCIAL
4754,SOCIAL
4755,Other
4756,Other
4757,SOCIAL
4758,SOCIAL
4759,SOCIAL
4760,SOCIAL
4761,SOCIAL
4762,SOCIAL
4763,SOCIAL
4764,SOCIAL
4765,SOCIAL
4766,Other
4767,Other
4768,Other
4769,SOCIAL
4770,SOCIAL
4771,SOCIAL
4772,SOCIAL
4773,SOCIAL
4774,Other
4775,SOCIAL
4776,SOCIAL
4777,SOCIAL
4778,SOCIAL
4779,SOCIAL
4780,SOCIAL
4781,SOCIAL
4782,SOCIAL
4783,SOCIAL
4784,SOCIAL
4785,SOCIAL
4786,SOCIAL
4787,SOCIAL
4788,SOCIAL
4789,SOCIAL
4790,Other
4791,Other
4792,SOCIAL
4793,SOCIAL
4794,SOCIAL
4795,SOCIAL
4796,SOCIAL
4797,Other
4798,SOCIAL
4799,Other
4800,SOCIAL
4801,SOCIAL
4802,SOCIAL
4803,SOCIAL
4804,SOCIAL
4805,SOCIAL
4806,SOCIAL
4807,SOCIAL
4808,SOCIAL
4809,SOCIAL
4810,Other
4811,SOCIAL
4812,SOCIAL
4813,SOCIAL
4814,SOCIAL
4815,SOCIAL
4816,SOCIAL
4817,SOCIAL
4818,SOCIAL
4819,SOCIAL
4820,SOCIAL
4821,SOCIAL
4822,SOCIAL
4823,SOCIAL
4824,SOCIAL
4825,SOCIAL
4826,SOCIAL
4827,SOCIAL
4828,SOCIAL
4829,SOCIAL
4830,SOCIAL
4831,SOCIAL
4832,SOCIAL
4833,SOCIAL
4834,SOCIAL
4835,Other
4836,SOCIAL
4837,Other
4838,SOCIAL
4839,SOCIAL
4840,SOCIAL
4841,SOCIAL
4842,SOCIAL
4843,SOCIAL
4844,Other
4845,SOCIAL
4846,SOCIAL
4847,SOCIAL
4848,SOCIAL
4849,SOCIAL
4850,Other
4851,SOCIAL
4852,SOCIAL
4853,SOCIAL
4854,Other
4855,SOCIAL
4856,SOCIAL
4857,SOCIAL
4858,SOCIAL
4859,SOCIAL
4860,Other
4861,SOCIAL
4862,SOCIAL
4863,SOCIAL
4864,SOCIAL
4865,SOCIAL
4866,SOCIAL
4867,SOCIAL
4868,SOCIAL
4869,SOCIAL
4870,SOCIAL
4871,SOCIAL
4872,SOCIAL
4873,SOCIAL
4874,Other
4875,Other
4876,SOCIAL
4877,SOCIAL
4878,SOCIAL
4879,SOCIAL
4880,SOCIAL
4881,SOCIAL
4882,SOCIAL
4883,SOCIAL
4884,SOCIAL
4885,SOCIAL
4886,SOCIAL
4887,SOCIAL
4888,SOCIAL
4889,SOCIAL
4890,SOCIAL
4891,SOCIAL
4892,SOCIAL
4893,SOCIAL
4894,Other
4895,SOCIAL
4896,SOCIAL
4897,SOCIAL
4898,SOCIAL
4899,SOCIAL
4900,Other
4901,SOCIAL
4902,Other
4903,Other
4904,SOCIAL
4905,SOCIAL
4906,SOCIAL
4907,SOCIAL
4908,SOCIAL
4909,SOCIAL
4910,SOCIAL
4911,SOCIAL
4912,Other
4913,EMAIL
4914,Other
4915,SOCIAL
4916,SOCIAL
4917,SOCIAL
4918,SOCIAL
4919,SOCIAL
4920,SOCIAL
4921,SOCIAL
4922,SOCIAL
4923,SOCIAL
4924,SOCIAL
4925,SOCIAL
4926,Other
4927,SOCIAL
4928,SOCIAL
4929,SOCIAL
4930,SOCIAL
4931,SOCIAL
4932,SOCIAL
4933,SOCIAL
4934,SOCIAL
4935,SOCIAL
4936,SOCIAL
4937,Other
4938,SOCIAL
4939,SOCIAL
4940,SOCIAL
4941,SOCIAL
4942,SOCIAL
4943,SOCIAL
4944,SOCIAL
4945,SOCIAL
4946,SOCIAL
4947,SOCIAL
4948,SOCIAL
4949,Other
4950,Other
4951,SOCIAL
4952,SOCIAL
4953,SOCIAL
4954,SOCIAL
4955,SOCIAL
4956,SOCIAL
4957,SOCIAL
4958,SOCIAL
4959,SOCIAL
4960,SOCIAL
4961,SOCIAL
4962,SOCIAL
4963,SOCIAL
4964,SOCIAL
4965,Other
4966,Other
4967,SOCIAL
4968,SOCIAL
4969,SOCIAL
4970,SOCIAL
4971,SOCIAL
4972,SOCIAL
4973,SOCIAL
4974,SOCIAL
4975,Other
4976,SOCIAL
4977,SOCIAL
4978,SOCIAL
4979,SOCIAL
4980,Other
4981,Other
4982,SOCIAL
4983,SOCIAL
4984,SOCIAL
4985,SOCIAL
4986,SOCIAL
4987,Other
4988,SOCIAL
4989,SOCIAL
4990,SOCIAL
4991,SOCIAL
4992,SOCIAL
4993,SOCIAL
4994,SOCIAL
4995,SOCIAL
4996,SOCIAL
4997,SOCIAL
4998,SOCIAL
4999,SOCIAL
5000,SOCIAL
5001,Other
5002,SOCIAL
5003,SOCIAL
5004,Other
5005,Other
5006,SOCIAL
5007,SOCIAL
5008,SOCIAL
5009,SOCIAL
5010,SOCIAL
5011,SOCIAL
5012,SOCIAL
5013,SOCIAL
5014,Other
5015,Other
5016,SOCIAL
5017,SOCIAL
5018,SOCIAL
5019,SOCIAL
5020,SOCIAL
5021,Other
5022,Other
5023,Other
5024,SOCIAL
5025,Other
5026,SOCIAL
5027,Other
5028,SOCIAL
5029,SOCIAL
5030,SOCIAL
5031,SOCIAL
5032,Other
5033,SOCIAL
5034,SOCIAL
5035,Other
5036,Other
5037,SOCIAL
5038,SOCIAL
5039,SOCIAL
5040,Other
5041,Other
5042,SOCIAL
5043,SOCIAL
5044,SOCIAL
5045,SOCIAL
5046,SOCIAL
5047,Other
5048,SOCIAL
5049,Other
5050,Other
5051,SOCIAL
5052,SOCIAL
5053,Other
5054,SOCIAL
5055,SOCIAL
5056,SOCIAL
5057,SOCIAL
5058,SOCIAL
5059,SOCIAL
5060,SOCIAL
5061,Other
5062,Other
5063,SOCIAL
5064,SOCIAL
5065,Other
5066,SOCIAL
5067,SOCIAL
5068,SOCIAL
5069,Other
5070,Other
5071,SOCIAL
5072,Other
5073,Other
5074,SOCIAL
5075,SOCIAL
5076,SOCIAL
5077,SOCIAL
5078,SOCIAL
5079,SOCIAL
5080,SOCIAL
5081,SOCIAL
5082,SOCIAL
5083,SOCIAL
5084,Other
5085,Other
5086,Other
5087,Other
5088,Other
5089,Other
5090,Other
5091,Other
5092,SOCIAL
5093,SOCIAL
5094,SOCIAL
5095,Other
5096,SOCIAL
5097,SOCIAL
5098,Other
5099,SOCIAL
5100,SOCIAL
5101,Other
5102,Other
5103,EMAIL
5104,Other
5105,SOCIAL
5106,SOCIAL
5107,Other
5108,Other
5109,Other
5110,Other
5111,Other
5112,SOCIAL
5113,SOCIAL
5114,SOCIAL
5115,SOCIAL
5116,SOCIAL
5117,SOCIAL
5118,Other
5119,SOCIAL
5120,SOCIAL
5121,Other
5122,Other
5123,Other
5124,Other
5125,Other
5126,SOCIAL
5127,SOCIAL
5128,SOCIAL
5129,SOCIAL
5130,SOCIAL
5131,SOCIAL
5132,Other
5133,Other
5134,Other
5135,Other
5136,EMAIL
5137,EMAIL
5138,Other
5139,SOCIAL
5140,Other
5141,SOCIAL
5142,SOCIAL
5143,SOCIAL
5144,Other
5145,SOCIAL
5146,SOCIAL
5147,Other
5148,Other
5149,Other
5150,Other
5151,SOCIAL
5152,SOCIAL
5153,Other
5154,Other
5155,Other
5156,SOCIAL
5157,SOCIAL
5158,Other
5159,SOCIAL
5160,Other
5161,Other
5162,Other
5163,Other
5164,Other
5165,SOCIAL
5166,SOCIAL
5167,Other
5168,Other
5169,SOCIAL
5170,SOCIAL
5171,SOCIAL
5172,Other
5173,Other
5174,Other
5175,Other
5176,Other
5177,Other
5178,SOCIAL
5179,SOCIAL
5180,Other
5181,Other
5182,SOCIAL
5183,Other
5184,SOCIAL
5185,Other
5186,Other
5187,SOCIAL
5188,Other
5189,Other
5190,ORGANIC
5191,Other
5192,SOCIAL
5193,SOCIAL
5194,SOCIAL
5195,Other
5196,SOCIAL
5197,SOCIAL
5198,SOCIAL
5199,SOCIAL
5200,SOCIAL
5201,Other
5202,SOCIAL
5203,SOCIAL
5204,SOCIAL
5205,SOCIAL
5206,SOCIAL
5207,SOCIAL
5208,SOCIAL
5209,Other
5210,SOCIAL
5211,SOCIAL
5212,Other
5213,SOCIAL
5214,SOCIAL
5215,Other
5216,Other
5217,SOCIAL
5218,SOCIAL
5219,Other
5220,Other
5221,SOCIAL
5222,SOCIAL
5223,SOCIAL
5224,SOCIAL
5225,SOCIAL
5226,Other
5227,Other
5228,Other
5229,SOCIAL
5230,SOCIAL
5231,SOCIAL
5232,SOCIAL
5233,SOCIAL
5234,SOCIAL
5235,SOCIAL
5236,Other
5237,SOCIAL
5238,Other
5239,SOCIAL
5240,SOCIAL
5241,SOCIAL
5242,Other
5243,SOCIAL
5244,ORGANIC
5245,SOCIAL
5246,SOCIAL
5247,SOCIAL
5248,SOCIAL
5249,SOCIAL
5250,SOCIAL
5251,SOCIAL
5252,SOCIAL
5253,SOCIAL
5254,SOCIAL
5255,SOCIAL
5256,SOCIAL
5257,SOCIAL
5258,SOCIAL
5259,SOCIAL
5260,SOCIAL
5261,SOCIAL
5262,SOCIAL
5263,SOCIAL
5264,SOCIAL
5265,SOCIAL
5266,SOCIAL
5267,SOCIAL
5268,EMAIL
5269,SOCIAL
5270,SOCIAL
5271,SOCIAL
5272,SOCIAL
5273,SOCIAL
5274,SOCIAL
5275,SOCIAL
5276,SOCIAL
5277,SOCIAL
5278,SOCIAL
5279,SOCIAL
5280,SOCIAL
5281,SOCIAL
5282,SOCIAL
5283,SOCIAL
5284,SOCIAL
5285,Other
5286,Other
5287,SOCIAL
5288,SOCIAL
5289,Other
5290,SOCIAL
5291,SOCIAL
5292,SOCIAL
5293,SOCIAL
5294,SOCIAL
5295,SOCIAL
5296,SOCIAL
5297,SOCIAL
5298,SOCIAL
5299,SOCIAL
5300,SOCIAL
5301,SOCIAL
5302,Other
5303,SOCIAL
5304,SOCIAL
5305,SOCIAL
5306,Other
5307,Other
5308,SOCIAL
5309,SOCIAL
5310,Other
5311,SOCIAL
5312,Other
5313,Other
5314,SOCIAL
5315,SOCIAL
5316,SOCIAL
5317,SOCIAL
5318,SOCIAL
5319,SOCIAL
5320,SOCIAL
5321,SOCIAL
5322,SOCIAL
5323,Other
5324,SOCIAL
5325,Other
5326,Other
5327,Other
5328,Other
5329,SOCIAL
5330,SOCIAL
5331,SOCIAL
5332,SOCIAL
5333,SOCIAL
5334,SOCIAL
5335,SOCIAL
5336,SOCIAL
5337,SOCIAL
5338,SOCIAL
5339,SOCIAL
5340,Other
5341,SOCIAL
5342,SOCIAL
5343,Other
5344,Other
5345,SOCIAL
5346,SOCIAL
5347,SOCIAL
5348,SOCIAL
5349,SOCIAL
5350,SOCIAL
5351,SOCIAL
5352,SOCIAL
5353,SOCIAL
5354,SOCIAL
5355,SOCIAL
5356,Other
5357,SOCIAL
5358,SOCIAL
5359,Other
5360,Other
5361,Other
5362,SOCIAL
5363,SOCIAL
5364,SOCIAL
5365,SOCIAL
5366,SOCIAL
5367,SOCIAL
5368,SOCIAL
5369,SOCIAL
5370,Other
5371,Other
5372,SOCIAL
5373,SOCIAL
5374,SOCIAL
5375,SOCIAL
5376,SOCIAL
5377,SOCIAL
5378,Other
5379,SOCIAL
5380,SOCIAL
5381,SOCIAL
5382,SOCIAL
5383,SOCIAL
5384,SOCIAL
5385,SOCIAL
5386,SOCIAL
5387,SOCIAL
5388,SOCIAL
5389,SOCIAL
5390,SOCIAL
5391,SOCIAL
5392,SOCIAL
5393,SOCIAL
5394,SOCIAL
5395,SOCIAL
5396,Other
5397,SOCIAL
5398,Other
5399,SOCIAL
5400,Other
5401,Other
5402,Other
5403,SOCIAL
5404,Other
5405,SOCIAL
5406,SOCIAL
5407,SOCIAL
5408,Other
5409,Other
5410,Other
5411,Other
5412,SOCIAL
5413,Other
5414,Other
5415,SOCIAL
5416,SOCIAL
5417,SOCIAL
5418,Other
5419,Other
5420,EMAIL
5421,Other
5422,SOCIAL
5423,SOCIAL
5424,Other
5425,SOCIAL
5426,SOCIAL
5427,SOCIAL
5428,SOCIAL
5429,SOCIAL
5430,SOCIAL
5431,Other
5432,Other
5433,Other
5434,SOCIAL
5435,Other
5436,SOCIAL
5437,SOCIAL
5438,SOCIAL
5439,Other
5440,Other
5441,SOCIAL
5442,SOCIAL
5443,Other
5444,Other
5445,SOCIAL
5446,SOCIAL
5447,SOCIAL
5448,Other
5449,Other
5450,Other
5451,SOCIAL
5452,Other
5453,SOCIAL
5454,SOCIAL
5455,Other
5456,SOCIAL
5457,SOCIAL
5458,SOCIAL
5459,Other
5460,Other
5461,Other
5462,Other
5463,SOCIAL
5464,SOCIAL
5465,SOCIAL
5466,SOCIAL
5467,SOCIAL
5468,SOCIAL
5469,SOCIAL
5470,Other
5471,Other
5472,Other
5473,Other
5474,SOCIAL
5475,SOCIAL
5476,Other
5477,Other
5478,SOCIAL
5479,Other
5480,SOCIAL
5481,SOCIAL
5482,SOCIAL
5483,Other
5484,Other
5485,SOCIAL
5486,SOCIAL
5487,SOCIAL
5488,ORGANIC
5489,Other
5490,SOCIAL
5491,SOCIAL
5492,Other
5493,SOCIAL
5494,Other
5495,SOCIAL
5496,SOCIAL
5497,Other
5498,Other
5499,SOCIAL
5500,Other
5501,Other
5502,Other
5503,Other
5504,Other
5505,Other
5506,SOCIAL
5507,Other
5508,Other
5509,Other
5510,EMAIL
5511,SOCIAL
5512,Other
5513,SOCIAL
5514,Other
5515,SOCIAL
5516,SOCIAL
5517,Other
5518,SOCIAL
5519,SOCIAL
5520,Other
5521,Other
5522,SOCIAL
5523,Other
5524,SOCIAL
5525,SOCIAL
5526,SOCIAL
5527,SOCIAL
5528,Other
5529,Other
5530,Other
5531,SOCIAL
5532,Other
5533,SOCIAL
5534,SOCIAL
5535,Other
5536,Other
5537,Other
5538,Other
5539,Other
5540,SOCIAL
5541,SOCIAL
5542,SOCIAL
5543,Other
5544,Other
5545,SOCIAL
5546,SOCIAL
5547,SOCIAL
5548,SOCIAL
5549,Other
5550,Other
5551,SOCIAL
5552,Other
5553,Other
5554,SOCIAL
5555,SOCIAL
5556,SOCIAL
5557,Other
5558,SOCIAL
5559,Other
5560,Other
5561,SOCIAL
5562,Other
5563,SOCIAL
5564,SOCIAL
5565,SOCIAL
5566,Other
5567,Other
5568,Other
5569,SOCIAL
5570,SOCIAL
5571,Other
5572,Other
5573,Other
5574,Other
5575,Other
5576,Other
5577,SOCIAL
5578,SOCIAL
5579,SOCIAL
5580,SOCIAL
5581,SOCIAL
5582,Other
5583,SOCIAL
5584,Other
5585,SOCIAL
5586,SOCIAL
5587,Other
5588,Other
5589,SOCIAL
5590,SOCIAL
5591,SOCIAL
5592,SOCIAL
5593,SOCIAL
5594,SOCIAL
5595,Other
5596,SOCIAL
5597,SOCIAL
5598,SOCIAL
5599,SOCIAL
5600,SOCIAL
5601,SOCIAL
5602,SOCIAL
5603,Other
5604,SOCIAL
5605,SOCIAL
5606,SOCIAL
5607,SOCIAL
5608,SOCIAL
5609,SOCIAL
5610,Other
5611,SOCIAL
5612,SOCIAL
5613,EMAIL
5614,ORGANIC
5615,SOCIAL
5616,SOCIAL
5617,SOCIAL
5618,SOCIAL
5619,SOCIAL
5620,SOCIAL
5621,SOCIAL
5622,SOCIAL
5623,SOCIAL
5624,SOCIAL
5625,Other
5626,Other
5627,Other
5628,SOCIAL
5629,SOCIAL
5630,SOCIAL
5631,SOCIAL
5632,Other
5633,Other
5634,SOCIAL
5635,SOCIAL
5636,SOCIAL
5637,Other
5638,SOCIAL
5639,Other
5640,SOCIAL
5641,SOCIAL
5642,Other
5643,Other
5644,Other
5645,SOCIAL
5646,SOCIAL
5647,SOCIAL
5648,SOCIAL
5649,SOCIAL
5650,SOCIAL
5651,Other
5652,Other
5653,SOCIAL
5654,Other
5655,SOCIAL
5656,SOCIAL
5657,SOCIAL
5658,SOCIAL
5659,SOCIAL
5660,SOCIAL
5661,SOCIAL
5662,SOCIAL
5663,SOCIAL
5664,SOCIAL
5665,SOCIAL
5666,Other
5667,SOCIAL
5668,SOCIAL
5669,SOCIAL
5670,SOCIAL
5671,Other
5672,SOCIAL
5673,SOCIAL
5674,SOCIAL
5675,SOCIAL
5676,SOCIAL
5677,SOCIAL
5678,SOCIAL
5679,SOCIAL
5680,SOCIAL
5681,SOCIAL
5682,SOCIAL
5683,SOCIAL
5684,SOCIAL
5685,SOCIAL
5686,SOCIAL
5687,Other
5688,Other
5689,SOCIAL
5690,SOCIAL
5691,SOCIAL
5692,Other
5693,SOCIAL
5694,SOCIAL
5695,SOCIAL
5696,SOCIAL
5697,SOCIAL
5698,Other
5699,SOCIAL
5700,SOCIAL
5701,SOCIAL
5702,SOCIAL
5703,SOCIAL
5704,SOCIAL
5705,SOCIAL
5706,SOCIAL
5707,SOCIAL
5708,Other
5709,SOCIAL
5710,SOCIAL
5711,SOCIAL
5712,SOCIAL
5713,SOCIAL
5714,SOCIAL
5715,SOCIAL
5716,SOCIAL
5717,SOCIAL
5718,SOCIAL
5719,SOCIAL
5720,Other
5721,EMAIL
5722,Other
5723,SOCIAL
5724,Other
5725,SOCIAL
5726,SOCIAL
5727,SOCIAL
5728,SOCIAL
5729,SOCIAL
5730,SOCIAL
5731,SOCIAL
5732,SOCIAL
5733,SOCIAL
5734,Other
5735,Other
5736,SOCIAL
5737,Other
5738,SOCIAL
5739,SOCIAL
5740,SOCIAL
5741,Other
5742,SOCIAL
5743,Other
5744,SOCIAL
5745,SOCIAL
5746,SOCIAL
5747,SOCIAL
5748,SOCIAL
5749,SOCIAL
5750,Other
5751,Other
5752,Other
5753,SOCIAL
5754,SOCIAL
5755,SOCIAL
5756,SOCIAL
5757,SOCIAL
5758,SOCIAL
5759,Other
5760,Other
5761,REFERRAL
5762,SOCIAL
5763,SOCIAL
5764,SOCIAL
5765,SOCIAL
5766,SOCIAL
5767,SOCIAL
5768,Other
5769,EMAIL
5770,SOCIAL
5771,SOCIAL
5772,SOCIAL
5773,SOCIAL
5774,SOCIAL
5775,SOCIAL
5776,Other
5777,Other
5778,SOCIAL
5779,SOCIAL
5780,SOCIAL
5781,SOCIAL
5782,SOCIAL
5783,SOCIAL
5784,SOCIAL
5785,Other
5786,Other
5787,SOCIAL
5788,SOCIAL
5789,SOCIAL
5790,SOCIAL
5791,SOCIAL
5792,SOCIAL
5793,Other
5794,SOCIAL
5795,SOCIAL
5796,SOCIAL
5797,Other
5798,Other
5799,SOCIAL
5800,SOCIAL
5801,SOCIAL
5802,SOCIAL
5803,SOCIAL
5804,SOCIAL
5805,SOCIAL
5806,SOCIAL
5807,SOCIAL
5808,SOCIAL
5809,SOCIAL
5810,SOCIAL
5811,Other
5812,SOCIAL
5813,SOCIAL
5814,SOCIAL
5815,Other
5816,SOCIAL
5817,SOCIAL
5818,SOCIAL
5819,SOCIAL
5820,SOCIAL
5821,SOCIAL
5822,SOCIAL
5823,Other
5824,SOCIAL
5825,Other
5826,SOCIAL
5827,SOCIAL
5828,Other
5829,SOCIAL
5830,SOCIAL
5831,Other
5832,SOCIAL
5833,SOCIAL
5834,SOCIAL
5835,Other
5836,SOCIAL
5837,SOCIAL
5838,Other
5839,Other
5840,SOCIAL
5841,SOCIAL
5842,SOCIAL
5843,SOCIAL
5844,SOCIAL
5845,SOCIAL
5846,SOCIAL
5847,SOCIAL
5848,SOCIAL
5849,Other
5850,SOCIAL
5851,SOCIAL
5852,SOCIAL
5853,SOCIAL
5854,SOCIAL
5855,SOCIAL
5856,SOCIAL
5857,SOCIAL
5858,Other
5859,SOCIAL
5860,Other
5861,SOCIAL
5862,SOCIAL
5863,SOCIAL
5864,SOCIAL
5865,SOCIAL
5866,SOCIAL
5867,SOCIAL
5868,SOCIAL
5869,SOCIAL
5870,Other
5871,SOCIAL
5872,Other
5873,Other
5874,SOCIAL
5875,Other
5876,Other
5877,SOCIAL
5878,SOCIAL
5879,SOCIAL
5880,SOCIAL
5881,SOCIAL
5882,SOCIAL
5883,Other
5884,SOCIAL
5885,SOCIAL
5886,SOCIAL
5887,SOCIAL
5888,SOCIAL
5889,SOCIAL
5890,SOCIAL
5891,Other
5892,SOCIAL
5893,Other
5894,SOCIAL
5895,SOCIAL
5896,Other
5897,Other
5898,SOCIAL
5899,SOCIAL
5900,Other
5901,Other
5902,Other
5903,SOCIAL
5904,Other
5905,SOCIAL
5906,SOCIAL
5907,Other
5908,Other
5909,SOCIAL
5910,SOCIAL
5911,Other
5912,Other
5913,EMAIL
5914,Other
5915,Other
5916,Other
5917,Other
5918,SOCIAL
5919,Other
5920,Other
5921,Other
5922,SOCIAL
5923,SOCIAL
5924,Other
5925,Other
5926,Other
5927,Other
5928,SOCIAL
5929,ORGANIC
5930,Other
5931,Other
5932,Other
5933,SOCIAL
5934,SOCIAL
5935,SOCIAL
5936,SOCIAL
5937,SOCIAL
5938,SOCIAL
5939,Other
5940,Other
5941,Other
5942,Other
5943,SOCIAL
5944,Other
5945,SOCIAL
5946,SOCIAL
5947,SOCIAL
5948,SOCIAL
5949,Other
5950,Other
5951,Other
5952,Other
5953,EMAIL
5954,Other
5955,SOCIAL
5956,SOCIAL
5957,Other
5958,Other
5959,Other
5960,Other
5961,SOCIAL
5962,Other
5963,Other
5964,Other
5965,SOCIAL
5966,Other
5967,Other
5968,SOCIAL
5969,Other
5970,Other
5971,Other
5972,SOCIAL
5973,Other
5974,SOCIAL
5975,SOCIAL
5976,Other
5977,Other
5978,SOCIAL
5979,SOCIAL
5980,SOCIAL
5981,Other
5982,SOCIAL
5983,SOCIAL
5984,SOCIAL
5985,Other
5986,Other
5987,Other
5988,SOCIAL
5989,SOCIAL
5990,Other
5991,SOCIAL
5992,SOCIAL
5993,Other
5994,SOCIAL
5995,SOCIAL
5996,Other
5997,Other
5998,SOCIAL
5999,Other
6000,SOCIAL
6001,Other
6002,Other
6003,Other
6004,ORGANIC
6005,SOCIAL
6006,Other
6007,Other
6008,SOCIAL
6009,SOCIAL
6010,SOCIAL
6011,SOCIAL
6012,SOCIAL
6013,SOCIAL
6014,Other
6015,SOCIAL
6016,Other
6017,SOCIAL
6018,SOCIAL
6019,SOCIAL
6020,SOCIAL
6021,SOCIAL
