0,Delivery_Option_Type_Key
1,Category_Level_2DVD.and.Blu.Ray
2,Payment_Method_Key
3,Order_Sequence_No
4,Payment_Provider_Key
5,priority_int
6,Category_Level_2Merchandise
7,num_valid
8,Product_Charge_Price
9,destination_int
10,prop
11,count
12,ship_status
13,Medium_Key
14,Cancelled_Qty
15,Category_Level_2Games
16,Category_Level_2Clothing
17,canc_prop
18,customer_status
19,Order_Payment_Status_Key
20,pay_key_num
21,Ordered_Qty
22,occupation_int
23,Category_Level_2Footwear
24,Category_Level_2Gifts
25,Category_Level_2Tech
26,Category_Level_2Accessories
27,Category_Level_2Gifting
28,Category_Level_2Toys
29,Category_Level_2Bags
