29,Payment_Method_Key
35,Product_Charge_Price
40,count
43,canc_prop
37,Cancelled_Qty
42,customer_status
32,Medium_Key
5,Category_Level_2Clothing
6,Category_Level_2DVD.and.Blu.Ray
44,ship_status
33,Order_Payment_Status_Key
41,prop
39,num_valid
26,Category_Level_2Tech
7,Category_Level_2Footwear
31,Order_Sequence_No
38,pay_key_num
45,destination_int
18,Category_Level_2Merchandise
9,Category_Level_2Games
34,Payment_Provider_Key
28,Delivery_Option_Type_Key
36,Ordered_Qty
47,occupation_int
