,Category_Level_2Accessories,Category_Level_2Bags,Category_Level_2Beauty.Boxes,Category_Level_2Body.Care,Category_Level_2Books,Category_Level_2Clothing,Category_Level_2DVD.and.Blu.Ray,Category_Level_2Footwear,Category_Level_2Fragrance,Category_Level_2Games,Category_Level_2Garden,Category_Level_2Gifting,Category_Level_2Gifts,Category_Level_2Hair.Care,Category_Level_2Health.and.Beauty.Electricals,Category_Level_2Health.and.Beauty.Gift.Sets,Category_Level_2Homeware,Category_Level_2Make.Up,Category_Level_2Merchandise,Category_Level_2Music,Category_Level_2Nail.Care,Category_Level_2NULL,Category_Level_2Shaving,Category_Level_2Skin.Care,Category_Level_2Sports,Category_Level_2Sports.Nutrition,Category_Level_2Tech,Category_Level_2Toys,Delivery_Option_Type_Key,Payment_Method_Key,Locale_Key,Order_Sequence_No,Medium_Key,Order_Payment_Status_Key,Payment_Provider_Key,Product_Charge_Price,Ordered_Qty,Cancelled_Qty,pay_key_num,num_valid,count,prop,status,canc_prop,ship_status,destination_int,priority_int,occupation_int,Site_Key
78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,-1,0,1,10.1466,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,-1,0,1,9.1319,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,13,0,2,24.8981,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,1,106,0,1,11.5905,1,1,0,1,1,1.0,2,1.0,1,2,1,1,120
82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,-1,0,2,9.5768,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,7,-1,0,2,8.5075,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5,1,13,0,2,42.5609,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,16,59,0,1,33.71,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,0,2,19.1458,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,0,2,22.3459,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,48,0,1,14.2286,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,5,1,48,0,1,11.5905,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,5,1,13,0,1,8.4217,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,3,1,0,2,40.4302,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,49,106,0,1,7.3758,1,0,0,7,7,1.0,2,0.0,1,2,1,1,120
93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,1,1,0,1,45.3083,1,0,0,1,1,1.0,2,0.0,1,1,1,1,120
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,5,26,1,0,2,10.6305,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,2,118,0,2,42.5609,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-1,5,39,59,0,-1,21.0658,1,0,0,5,5,1.0,2,0.0,1,2,1,1,120
97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,1,106,0,2,45.761,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,1,118,0,1,24.6484,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,5,2,106,0,1,28.4494,1,1,0,1,1,1.0,2,1.0,1,2,1,1,120
100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,48,0,1,49.5231,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,28,13,0,1,8.4217,1,0,0,16,16,1.0,2,0.0,1,2,1,1,120
102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,0,1,10.529000000000002,1,0,0,7,7,1.0,2,0.0,1,2,1,1,120
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,5,14,-1,0,2,8.5075,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,13,0,1,10.1466,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,13,0,1,10.1466,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,118,0,1,9.4753,1,0,0,4,4,1.0,2,0.0,1,2,1,1,120
107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,1,13,0,1,20.8551,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
108,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,2,118,0,1,8.4217,1,0,0,4,4,1.0,2,0.0,1,2,1,1,120
109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,0,1,10.529000000000002,1,0,0,6,6,1.0,2,0.0,1,2,1,1,120
110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,4,13,0,1,15.8052,1,0,0,6,6,1.0,2,0.0,1,2,1,1,120
111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,15,13,0,1,23.1732,1,0,0,1,1,1.0,2,0.0,2,2,1,1,120
112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,9,5,3,48,0,2,11.7076,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,10,5,15,118,0,1,10.4978,1,0,0,1,1,1.0,2,0.0,1,2,1,1,120
114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,48,0,1,8.4217,1,0,0,2,2,1.0,2,0.0,1,2,1,1,120
